Lot Frontage,Lot Area,Neighborhood,House Style,Overall Qual,Year Built,Exterior 1st,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Type,Garage Finish,Garage Area,Paved Drive,Total Outdoor SF (Porch),Total Bath,SalePrice
80.5,10532,ClearCr,1Story,5,1960,Plywood,275.0,TA,CBlock,TA,TA,Mn,Rec,988.0,Gd,Y,SBrkr,1721,0,3,TA,2,Basment,Unf,626.0,Y,134,3.0,145000
63.0,8375,Sawyer,1.5Fin,5,1941,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,ALQ,576.0,Gd,Y,SBrkr,864,486,2,Gd,0,2Types,Unf,627.0,N,0,2.5,152400
72.0,10200,Sawyer,SLvl,5,1970,HdBoard,0.0,TA,PConc,Gd,TA,Av,ALQ,864.0,Ex,Y,SBrkr,904,0,3,Gd,0,2Types,Unf,912.0,Y,143,1.0,144000
80.5,2887,ClearCr,1Story,6,1996,Wd Sdng,0.0,TA,PConc,Gd,TA,Mn,GLQ,1291.0,Ex,Y,SBrkr,1291,0,2,Gd,1,Attchd,Unf,431.0,Y,307,2.0,173000
83.0,10005,ClearCr,2Story,7,1977,Plywood,299.0,TA,CBlock,Gd,TA,No,BLQ,1160.0,Ex,Y,SBrkr,1156,866,4,TA,1,Attchd,Fin,505.0,Y,405,2.5,192000
82.0,20270,ClearCr,1Story,7,1979,Plywood,0.0,TA,CBlock,Gd,TA,Gd,GLQ,1524.0,TA,Y,SBrkr,1524,0,3,TA,2,Attchd,Fin,478.0,Y,140,3.0,245000
73.0,39104,ClearCr,1Story,7,1954,Plywood,0.0,TA,CBlock,Gd,TA,Gd,LwQ,1385.0,Ex,Y,SBrkr,1363,0,2,TA,2,Attchd,Unf,439.0,Y,81,2.0,241500
80.5,53227,ClearCr,1Story,4,1954,Plywood,0.0,TA,CBlock,Gd,TA,Gd,BLQ,1364.0,Ex,Y,SBrkr,1663,0,2,Gd,2,Attchd,Fin,529.0,Y,361,2.0,256000
124.0,11512,Edwards,SLvl,6,1959,Plywood,84.0,TA,CBlock,TA,TA,Av,ALQ,1019.0,Gd,Y,SBrkr,1357,0,2,Ex,1,Basment,RFn,312.0,Y,163,2.0,177000
50.0,5190,Edwards,1.5Fin,7,1948,BrkFace,0.0,TA,CBlock,TA,TA,No,Unf,570.0,TA,Y,SBrkr,617,462,2,TA,1,Attchd,Unf,249.0,Y,135,1.0,125600
85.0,10452,Edwards,1Story,6,1953,Wd Sdng,216.0,TA,CBlock,TA,TA,Mn,Rec,1094.0,Ex,Y,SBrkr,1094,0,3,TA,2,Attchd,RFn,495.0,Y,287,1.0,155000
75.0,45600,ClearCr,1.5Fin,6,1908,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,Unf,907.0,TA,Y,SBrkr,1307,1051,5,TA,1,Detchd,Unf,360.0,Y,701,3.0,240000
85.0,19550,Edwards,1Story,5,1940,PreCast,0.0,TA,PConc,TA,TA,Gd,ALQ,1580.0,Ex,Y,SBrkr,1518,0,2,Fa,2,None,None,0.0,Y,39,2.0,260000
66.0,21780,Edwards,1.5Fin,6,1918,Wd Sdng,0.0,TA,BrkTil,Gd,TA,Mn,Unf,1163.0,Ex,Y,SBrkr,1163,511,4,TA,1,Detchd,Fin,396.0,N,252,2.0,185000
120.0,13728,Edwards,2Story,6,1935,Stucco,0.0,TA,CBlock,TA,TA,No,Rec,1127.0,Ex,Y,SBrkr,1236,872,4,Gd,2,Basment,Unf,540.0,Y,90,2.0,235000
68.0,9571,Edwards,1Story,5,1956,Wd Sdng,0.0,TA,CBlock,TA,TA,Av,Rec,1509.0,TA,Y,FuseA,1509,0,3,Gd,1,Attchd,Unf,322.0,Y,734,2.0,159900
50.0,9350,Edwards,SFoyer,5,1975,HdBoard,0.0,TA,PConc,Gd,TA,Av,GLQ,864.0,Fa,N,SBrkr,864,0,2,TA,0,None,None,0.0,Y,0,2.0,99600
50.0,9360,Edwards,2Story,6,1962,VinylSd,216.0,Gd,CBlock,TA,TA,No,Rec,621.0,TA,Y,SBrkr,621,648,3,TA,0,Detchd,Unf,280.0,Y,236,1.5,134500
50.0,8405,Edwards,1.5Fin,5,1900,MetalSd,0.0,TA,BrkTil,TA,Gd,No,Rec,861.0,Ex,Y,SBrkr,961,406,4,TA,0,Detchd,Unf,384.0,Y,242,2.0,119000
70.0,7000,Edwards,2Story,5,1910,MetalSd,0.0,TA,CBlock,Gd,TA,Gd,GLQ,1117.0,TA,Y,SBrkr,820,527,3,TA,0,None,None,0.0,N,233,2.0,107500
68.0,10880,Edwards,1Story,5,1950,MetalSd,0.0,TA,CBlock,TA,TA,No,ALQ,1164.0,TA,N,SBrkr,1164,0,3,TA,0,Detchd,Unf,240.0,Y,48,2.0,125000
60.0,9600,Edwards,1.5Fin,6,1924,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,Unf,572.0,Fa,N,FuseF,572,524,2,TA,0,None,None,0.0,N,136,1.0,79000
60.0,9084,Edwards,1.5Fin,5,1941,VinylSd,0.0,TA,CBlock,TA,Fa,Mn,LwQ,616.0,TA,N,SBrkr,616,495,3,TA,0,Detchd,Unf,200.0,Y,48,1.5,95000
86.0,11839,SawyerW,2Story,7,1990,HdBoard,99.0,TA,PConc,Gd,TA,No,GLQ,1475.0,Ex,Y,SBrkr,1532,797,4,Gd,1,Attchd,Unf,514.0,Y,313,3.5,262280
67.0,9771,SawyerW,2Story,6,1995,HdBoard,190.0,Gd,PConc,Gd,TA,No,LwQ,1077.0,Ex,Y,SBrkr,1093,1721,4,Gd,1,BuiltIn,Fin,614.0,Y,296,3.0,260000
80.0,9938,SawyerW,1Story,7,1994,HdBoard,251.0,Gd,PConc,Gd,TA,No,GLQ,1602.0,Ex,Y,SBrkr,1626,0,3,Gd,1,Attchd,RFn,534.0,Y,464,3.5,226500
67.0,14171,SawyerW,2Story,7,1993,VinylSd,0.0,Gd,PConc,Gd,TA,No,GLQ,812.0,Ex,Y,SBrkr,1101,1099,4,Gd,1,Attchd,RFn,453.0,Y,266,2.5,225000
85.0,10541,SawyerW,SLvl,7,1996,VinylSd,0.0,Gd,PConc,Gd,TA,Av,Unf,672.0,Ex,Y,SBrkr,1302,735,3,Gd,1,Attchd,Fin,472.0,Y,133,2.5,229000
65.0,10616,CollgCr,2Story,7,2007,VinylSd,0.0,Gd,PConc,Gd,TA,No,Unf,628.0,Ex,Y,SBrkr,628,728,3,Gd,1,BuiltIn,Fin,484.0,Y,124,2.5,177439
65.0,9345,CollgCr,1Story,8,2007,VinylSd,156.0,Gd,PConc,Gd,TA,Av,Unf,1615.0,Ex,Y,SBrkr,1615,0,3,Gd,1,Attchd,RFn,864.0,Y,198,2.0,248500
91.0,11778,CollgCr,1Story,9,2008,VinylSd,554.0,Gd,PConc,Gd,TA,Gd,GLQ,2271.0,Ex,Y,SBrkr,2276,0,3,Ex,2,Attchd,RFn,1348.0,Y,325,3.0,475000
91.0,11778,CollgCr,1Story,9,2008,VinylSd,402.0,Ex,PConc,Ex,TA,Av,GLQ,1751.0,Ex,Y,SBrkr,1766,0,3,Ex,2,Attchd,Fin,874.0,Y,252,3.5,395039
59.0,11228,SawyerW,2Story,7,1993,VinylSd,0.0,Gd,PConc,Gd,TA,No,BLQ,1080.0,Ex,Y,SBrkr,1080,1017,3,Gd,1,Attchd,Unf,678.0,Y,383,3.0,228000
67.0,11454,SawyerW,SLvl,8,1995,VinylSd,302.0,Gd,PConc,Gd,TA,Gd,GLQ,1401.0,Ex,Y,SBrkr,1511,0,3,Gd,1,Attchd,Fin,811.0,Y,210,3.0,225000
80.5,11500,ClearCr,1Story,6,1966,Plywood,0.0,TA,CBlock,Gd,Gd,Gd,LwQ,1182.0,Ex,Y,SBrkr,1643,0,2,TA,1,Attchd,Unf,438.0,Y,339,3.0,195000
79.0,12798,ClearCr,2Story,6,1997,VinylSd,0.0,TA,PConc,Gd,TA,Gd,GLQ,616.0,Gd,Y,SBrkr,616,1072,4,Gd,0,Attchd,RFn,603.0,Y,702,3.5,200000
65.0,9750,CollgCr,1Story,5,1994,VinylSd,0.0,TA,PConc,Gd,TA,No,GLQ,990.0,Ex,Y,SBrkr,990,0,3,TA,0,Detchd,Unf,528.0,Y,168,2.0,155000
75.0,9525,CollgCr,1Story,5,1995,VinylSd,0.0,TA,PConc,Gd,TA,No,Unf,1099.0,Ex,Y,SBrkr,1099,0,3,Gd,0,Attchd,Unf,352.0,Y,278,1.5,144000
57.0,9245,CollgCr,1Story,5,1994,VinylSd,0.0,TA,PConc,Gd,TA,No,GLQ,990.0,Ex,Y,SBrkr,990,0,3,TA,0,Detchd,Unf,672.0,Y,0,1.5,145000
70.0,8696,CollgCr,1Story,7,1997,VinylSd,150.0,TA,PConc,Gd,TA,Gd,GLQ,1418.0,Ex,Y,SBrkr,1418,0,3,Gd,1,Attchd,RFn,558.0,Y,318,3.0,226001
70.0,13142,CollgCr,2Story,6,1997,VinylSd,128.0,TA,PConc,Gd,TA,No,GLQ,864.0,Ex,Y,SBrkr,872,899,3,Gd,0,Attchd,RFn,600.0,Y,96,3.5,215700
68.0,8998,CollgCr,2Story,7,2000,VinylSd,120.0,Gd,PConc,Gd,TA,Mn,GLQ,782.0,Ex,Y,SBrkr,782,870,3,Gd,0,Attchd,RFn,532.0,Y,70,2.5,207500
68.0,9179,CollgCr,2Story,7,1999,VinylSd,158.0,Gd,PConc,Gd,TA,No,GLQ,873.0,Ex,Y,SBrkr,882,908,3,Gd,0,Attchd,RFn,588.0,Y,88,3.5,193000
57.0,8924,CollgCr,2Story,7,1998,VinylSd,0.0,TA,PConc,Gd,TA,Av,Unf,880.0,Ex,Y,SBrkr,880,844,3,Gd,0,Attchd,Fin,527.0,Y,275,2.5,188000
93.0,9382,CollgCr,1Story,7,1999,VinylSd,125.0,Gd,PConc,Gd,TA,No,Unf,1468.0,Ex,Y,SBrkr,1479,0,3,Gd,0,Attchd,RFn,577.0,Y,145,2.0,191000
88.0,12803,CollgCr,1Story,7,2002,VinylSd,99.0,Gd,PConc,Gd,TA,Mn,GLQ,1494.0,Ex,Y,SBrkr,1494,0,3,Gd,1,Attchd,RFn,530.0,Y,228,3.0,221000
80.0,12435,CollgCr,2Story,7,2001,VinylSd,172.0,Gd,PConc,Gd,TA,No,GLQ,963.0,Ex,Y,SBrkr,963,829,3,Gd,1,Attchd,RFn,564.0,Y,96,2.5,231500
75.0,12192,CollgCr,2Story,7,2000,VinylSd,0.0,Gd,PConc,Gd,TA,No,GLQ,928.0,Ex,Y,SBrkr,928,895,3,Gd,0,Attchd,RFn,626.0,Y,228,3.5,235000
68.0,11250,CollgCr,2Story,7,2001,VinylSd,162.0,Gd,PConc,Gd,TA,Mn,GLQ,920.0,Ex,Y,SBrkr,920,866,3,Gd,1,Attchd,RFn,608.0,Y,42,3.5,223500
70.0,9200,CollgCr,1Story,5,1975,VinylSd,0.0,TA,CBlock,Gd,TA,Av,LwQ,938.0,TA,Y,SBrkr,938,0,3,TA,0,Detchd,Unf,308.0,Y,145,2.0,130250
65.0,8385,CollgCr,SLvl,5,1977,HdBoard,220.0,Gd,CBlock,Gd,Gd,Av,GLQ,985.0,TA,Y,SBrkr,985,0,3,TA,0,Attchd,Unf,328.0,Y,210,2.0,149900
70.0,12250,CollgCr,1Story,5,1978,HdBoard,180.0,TA,CBlock,Gd,TA,Mn,ALQ,864.0,Ex,Y,SBrkr,1174,0,3,TA,0,Attchd,Unf,528.0,Y,491,2.0,158000
70.0,10970,CollgCr,SLvl,6,1978,Plywood,0.0,TA,CBlock,Gd,Gd,Gd,GLQ,940.0,TA,Y,SBrkr,1026,0,3,TA,0,Detchd,Unf,576.0,Y,34,2.0,147000
70.0,9216,CollgCr,1Story,5,1975,HdBoard,176.0,TA,CBlock,TA,TA,Av,ALQ,1076.0,TA,Y,SBrkr,1076,0,3,TA,1,Detchd,Unf,576.0,Y,0,1.5,143195
40.0,14330,CollgCr,1Story,5,1975,Plywood,0.0,TA,CBlock,TA,TA,No,Rec,864.0,TA,Y,SBrkr,1558,0,2,TA,0,Attchd,Fin,440.0,Y,606,3.0,163000
88.0,7990,CollgCr,1Story,5,1975,HdBoard,0.0,TA,CBlock,Gd,TA,No,Unf,924.0,TA,Y,SBrkr,924,0,3,TA,0,Detchd,Unf,280.0,Y,0,1.0,110000
60.0,7180,CollgCr,1Story,5,1972,HdBoard,0.0,TA,CBlock,TA,TA,Av,ALQ,864.0,TA,Y,SBrkr,864,0,3,TA,0,Detchd,Unf,352.0,Y,0,1.0,127000
60.0,7200,CollgCr,1Story,5,1972,HdBoard,0.0,TA,CBlock,TA,TA,Av,ALQ,780.0,Ex,Y,SBrkr,780,0,2,TA,0,Detchd,Unf,352.0,Y,196,1.0,124900
75.0,9742,CollgCr,1Story,8,2002,VinylSd,281.0,Gd,PConc,Gd,TA,No,Unf,1777.0,Ex,Y,SBrkr,1795,0,3,Gd,1,Attchd,RFn,534.0,Y,330,2.0,230000
75.0,9473,CollgCr,2Story,8,2002,VinylSd,0.0,Gd,PConc,Gd,TA,No,GLQ,1128.0,Ex,Y,SBrkr,1128,903,3,Gd,1,Attchd,RFn,577.0,Y,211,3.5,237000
70.0,10316,CollgCr,2Story,7,2000,VinylSd,0.0,Gd,PConc,Gd,TA,No,GLQ,992.0,Ex,Y,SBrkr,992,873,3,Gd,1,Attchd,RFn,839.0,Y,184,3.5,235000
70.0,10400,CollgCr,2Story,7,2001,VinylSd,227.0,Gd,PConc,Gd,TA,No,Unf,1257.0,Ex,Y,SBrkr,1290,871,3,Gd,1,Attchd,RFn,570.0,Y,84,2.5,230500
73.0,9066,CollgCr,2Story,8,1999,VinylSd,320.0,Gd,PConc,Gd,TA,Mn,GLQ,1004.0,Ex,Y,SBrkr,1004,848,3,Gd,2,Attchd,Fin,660.0,Y,330,2.5,230000
75.0,11404,CollgCr,2Story,7,1998,VinylSd,202.0,Gd,PConc,Gd,TA,Av,ALQ,1153.0,Ex,Y,SBrkr,1153,878,3,Gd,1,Attchd,Fin,541.0,Y,276,2.5,222500
70.0,9240,CollgCr,2Story,8,2001,VinylSd,396.0,Gd,PConc,Gd,TA,No,Unf,1055.0,Ex,Y,SBrkr,1055,1208,3,Gd,1,BuiltIn,Fin,905.0,Y,234,2.5,287000
70.0,9720,CollgCr,2Story,9,2001,VinylSd,134.0,Gd,PConc,Gd,TA,Mn,GLQ,1357.0,Ex,Y,SBrkr,1366,581,3,Gd,1,BuiltIn,Fin,725.0,Y,284,3.5,274000
70.0,14860,CollgCr,1Story,8,2002,VinylSd,240.0,Gd,PConc,Ex,TA,Gd,GLQ,1778.0,Ex,Y,SBrkr,1786,0,3,Gd,1,Attchd,RFn,715.0,Y,217,3.0,300000
70.0,11250,CollgCr,2Story,8,2002,CemntBd,0.0,Gd,PConc,Gd,TA,Mn,Unf,1128.0,Ex,Y,SBrkr,1149,1141,4,Gd,1,Attchd,Unf,779.0,Y,0,2.5,255900
65.0,8158,CollgCr,2Story,7,2003,VinylSd,252.0,Gd,PConc,Gd,TA,No,GLQ,884.0,Ex,Y,SBrkr,884,884,3,Gd,0,Attchd,RFn,543.0,Y,63,3.5,224900
41.0,10905,CollgCr,2Story,7,2003,VinylSd,0.0,Gd,PConc,Gd,TA,No,Unf,1129.0,Ex,Y,SBrkr,1129,1198,4,Gd,1,BuiltIn,RFn,596.0,Y,57,2.5,240000
72.0,7226,CollgCr,2Story,7,2003,VinylSd,0.0,Gd,PConc,Gd,TA,No,Unf,798.0,Ex,Y,SBrkr,798,842,3,Gd,0,Attchd,RFn,595.0,Y,45,2.5,183000
96.0,11690,CollgCr,2Story,8,1999,VinylSd,192.0,Gd,PConc,Gd,TA,Av,Unf,850.0,Ex,Y,SBrkr,886,878,3,Gd,1,Attchd,Unf,560.0,Y,149,2.5,207000
70.0,8750,CollgCr,2Story,7,1994,VinylSd,0.0,Gd,PConc,Gd,TA,No,GLQ,915.0,Ex,Y,SBrkr,933,975,4,Gd,1,Attchd,Unf,493.0,Y,277,3.5,210000
37.0,4435,CollgCr,1Story,6,2003,VinylSd,170.0,Gd,PConc,Gd,TA,Av,GLQ,848.0,Ex,Y,SBrkr,848,0,1,Gd,0,Attchd,Fin,420.0,Y,140,2.0,136500
70.0,4426,CollgCr,1Story,6,2004,VinylSd,205.0,Gd,PConc,Gd,TA,Mn,GLQ,848.0,Ex,Y,SBrkr,848,0,1,Gd,0,Attchd,RFn,420.0,Y,140,2.0,145000
75.0,13125,CollgCr,1Story,6,1997,VinylSd,215.0,TA,PConc,Gd,TA,Gd,GLQ,1478.0,Ex,Y,SBrkr,1493,0,3,Gd,1,Attchd,Fin,508.0,Y,179,3.0,208900
83.0,10126,CollgCr,SFoyer,6,1997,VinylSd,0.0,TA,PConc,Gd,TA,Gd,GLQ,1838.0,Ex,Y,SBrkr,1838,0,2,TA,0,Attchd,Unf,721.0,Y,227,4.0,185000
70.0,9135,CollgCr,1Story,7,2002,VinylSd,113.0,Gd,PConc,Gd,TA,Av,GLQ,1536.0,Ex,Y,SBrkr,1536,0,3,Gd,0,Attchd,RFn,532.0,Y,266,3.0,214000
65.0,8450,CollgCr,2Story,7,2003,VinylSd,196.0,Gd,PConc,Gd,TA,No,GLQ,856.0,Ex,Y,SBrkr,856,854,3,Gd,0,Attchd,RFn,548.0,Y,61,3.5,208500
75.0,9750,CollgCr,1Story,7,2004,VinylSd,50.0,Gd,PConc,Gd,TA,Mn,GLQ,1445.0,Ex,Y,SBrkr,1445,0,3,Gd,0,Attchd,Unf,470.0,Y,35,2.0,186500
65.0,8450,CollgCr,1Story,7,2004,VinylSd,266.0,Gd,PConc,Gd,TA,Mn,GLQ,1436.0,Ex,Y,SBrkr,1436,0,3,Gd,0,Attchd,Unf,484.0,Y,237,3.0,210000
64.0,8320,CollgCr,2Story,7,2004,VinylSd,0.0,Gd,PConc,Gd,TA,No,GLQ,770.0,Ex,Y,SBrkr,770,812,3,Gd,0,Attchd,RFn,520.0,Y,45,2.5,185900
85.0,11049,CollgCr,1Story,8,2007,VinylSd,0.0,Gd,PConc,Ex,TA,Av,Unf,1234.0,Ex,Y,SBrkr,1234,0,3,Gd,0,Attchd,RFn,484.0,Y,30,2.0,179900
85.0,11058,CollgCr,1Story,7,2007,VinylSd,212.0,Gd,PConc,Gd,TA,No,GLQ,1564.0,Ex,Y,SBrkr,1564,0,3,Gd,0,Attchd,RFn,814.0,Y,24,2.0,218836
74.0,9627,CollgCr,1Story,7,2007,VinylSd,0.0,Gd,PConc,Gd,TA,Av,GLQ,1351.0,Ex,Y,SBrkr,1361,0,3,Gd,0,Attchd,RFn,610.0,Y,50,2.0,193000
63.0,8199,CollgCr,2Story,7,2005,WdShing,0.0,Gd,PConc,Gd,TA,Av,GLQ,728.0,Ex,Y,SBrkr,728,728,3,Gd,1,Attchd,Fin,410.0,Y,54,3.5,189000
70.0,4426,CollgCr,1Story,6,2004,VinylSd,147.0,Gd,PConc,Gd,TA,Av,GLQ,848.0,Ex,Y,SBrkr,848,0,1,Gd,1,Attchd,RFn,420.0,Y,149,2.0,149300
70.0,4426,CollgCr,1Story,6,2004,VinylSd,147.0,Gd,PConc,Gd,TA,Gd,GLQ,848.0,Ex,Y,SBrkr,848,0,1,Gd,1,Attchd,RFn,420.0,Y,149,2.0,141000
70.0,4438,CollgCr,1Story,6,2004,VinylSd,205.0,Gd,PConc,Gd,TA,Av,GLQ,848.0,Ex,Y,SBrkr,848,0,1,Gd,1,Attchd,RFn,420.0,Y,149,2.0,149000
70.0,4438,CollgCr,1Story,6,2004,VinylSd,169.0,Gd,PConc,Gd,TA,Gd,GLQ,848.0,Ex,Y,SBrkr,848,0,1,Gd,1,Attchd,Fin,420.0,Y,140,2.0,144500
67.0,8777,Edwards,1Story,5,1910,MetalSd,0.0,TA,CBlock,Fa,TA,No,Unf,796.0,Gd,Y,FuseA,796,0,2,TA,0,None,None,0.0,P,492,1.0,85000
67.0,8777,Edwards,1.5Fin,5,1900,MetalSd,0.0,TA,CBlock,TA,TA,No,ALQ,1272.0,Gd,Y,SBrkr,1272,928,4,TA,0,None,None,0.0,N,70,5.0,145900
75.0,9825,Edwards,1Story,5,1966,HdBoard,0.0,TA,CBlock,TA,TA,No,Rec,1092.0,TA,Y,SBrkr,1092,0,3,TA,0,Attchd,Unf,264.0,Y,420,1.0,123000
75.0,9937,Edwards,1Story,5,1965,HdBoard,0.0,Gd,CBlock,TA,TA,No,BLQ,1256.0,Gd,Y,SBrkr,1256,0,3,TA,0,Attchd,Fin,276.0,Y,804,2.5,147500
64.0,12102,Edwards,SFoyer,5,1976,HdBoard,222.0,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Ex,Y,SBrkr,1033,0,3,TA,0,BuiltIn,RFn,504.0,Y,224,1.5,165000
65.0,6500,Edwards,1Story,6,1976,HdBoard,84.0,TA,CBlock,TA,Ex,No,BLQ,1127.0,TA,Y,SBrkr,1127,0,3,TA,1,Detchd,Unf,480.0,Y,138,2.0,135000
63.0,13907,Edwards,1Story,5,1940,WdShing,0.0,TA,CBlock,TA,TA,No,BLQ,996.0,Ex,Y,SBrkr,996,0,3,TA,1,None,None,0.0,Y,144,2.0,108000
90.0,10012,Edwards,SFoyer,4,1972,Plywood,0.0,TA,CBlock,Gd,TA,Av,BLQ,1138.0,TA,Y,SBrkr,1181,0,3,TA,0,Detchd,RFn,588.0,Y,180,3.0,137500
60.0,6931,Edwards,2Story,7,2003,VinylSd,92.0,Gd,PConc,Gd,TA,No,Unf,746.0,Ex,Y,SBrkr,760,896,3,Gd,1,BuiltIn,Fin,397.0,Y,306,2.5,165400
64.0,9638,Edwards,SLvl,6,1977,Plywood,0.0,TA,CBlock,TA,TA,Av,ALQ,1029.0,TA,Y,SBrkr,1117,0,3,TA,1,Attchd,RFn,542.0,Y,292,2.0,147000
72.0,7200,Edwards,2Story,6,1976,Plywood,0.0,TA,CBlock,TA,TA,Av,ALQ,684.0,TA,Y,SBrkr,684,714,3,TA,1,Attchd,Fin,440.0,Y,0,1.5,160500
60.0,7024,Edwards,1Story,4,2005,VinylSd,0.0,TA,PConc,Gd,TA,No,GLQ,1132.0,Ex,Y,SBrkr,1132,0,2,Gd,0,Attchd,Fin,451.0,Y,316,2.5,176000
123.0,47007,Edwards,1Story,5,1959,Plywood,0.0,TA,Slab,None,None,None,None,0.0,TA,Y,SBrkr,3820,0,5,Ex,2,Attchd,Unf,624.0,Y,372,2.215726495726496,284700
35.0,3675,Edwards,SLvl,6,2005,VinylSd,80.0,TA,PConc,Gd,TA,Gd,GLQ,547.0,Ex,Y,SBrkr,1072,0,2,TA,0,Basment,RFn,525.0,Y,28,2.0,148000
65.0,6040,Edwards,1Story,4,1955,AsbShng,0.0,TA,PConc,None,None,None,None,0.0,TA,N,FuseP,1152,0,2,Fa,0,None,None,0.0,N,0,2.0,82000
65.0,6012,Edwards,1Story,4,1955,AsbShng,0.0,TA,PConc,None,None,None,None,0.0,TA,N,SBrkr,1152,0,2,TA,0,None,None,0.0,N,0,2.0,82000
92.0,12108,Edwards,1Story,4,1955,VinylSd,270.0,TA,CBlock,TA,TA,No,ALQ,1440.0,TA,N,FuseF,1440,0,4,Fa,0,None,None,0.0,Y,0,2.0,118000
74.0,6845,Edwards,1Story,4,1955,WdShing,58.0,TA,Slab,None,None,None,None,0.0,TA,N,FuseF,1152,0,2,TA,0,None,None,0.0,N,0,2.0,82500
56.0,6931,Edwards,1Story,4,1955,Wd Sdng,0.0,TA,CBlock,TA,TA,Av,ALQ,784.0,TA,N,FuseP,784,0,2,TA,0,None,None,0.0,Y,112,2.0,91900
60.0,12180,Edwards,1.5Fin,5,1938,Wd Sdng,0.0,TA,PConc,TA,TA,No,Unf,585.0,Gd,Y,FuseF,585,468,2,Ex,0,None,None,0.0,N,42,1.5,120000
57.0,8050,Edwards,1.5Fin,5,1947,MetalSd,0.0,TA,Slab,None,None,None,None,0.0,Gd,Y,SBrkr,929,208,4,TA,0,None,None,0.0,Y,0,1.5,96000
68.0,9520,Edwards,1Story,4,1953,MetalSd,115.0,TA,CBlock,Gd,TA,No,Rec,911.0,TA,Y,SBrkr,930,0,2,TA,0,Attchd,RFn,286.0,Y,134,1.0,99000
70.0,11767,Edwards,1.5Fin,5,1946,MetalSd,0.0,TA,CBlock,TA,TA,No,BLQ,768.0,Ex,Y,SBrkr,768,432,3,TA,0,Detchd,Unf,240.0,Y,0,1.0,130500
60.0,8172,Edwards,1.5Fin,4,1954,MetalSd,0.0,TA,PConc,TA,TA,No,Unf,941.0,Ex,Y,SBrkr,997,473,4,TA,0,Detchd,Unf,548.0,Y,156,2.0,135000
59.0,16466,Edwards,1.5Fin,5,1955,MetalSd,0.0,TA,PConc,TA,TA,No,Unf,816.0,TA,Y,SBrkr,872,521,3,TA,0,Attchd,Unf,300.0,Y,386,1.5,135500
62.0,7692,Edwards,SLvl,4,1954,Wd Sdng,0.0,TA,CBlock,Ex,TA,Av,Unf,416.0,Gd,Y,FuseA,1204,0,3,TA,0,Basment,Unf,312.0,Y,0,1.0,100000
67.0,5142,Edwards,1.5Fin,4,1923,Wd Sdng,0.0,TA,PConc,TA,TA,No,ALQ,949.0,TA,Y,SBrkr,949,343,3,Gd,0,Detchd,Unf,205.0,N,183,1.5,108000
67.0,5604,Edwards,1Story,5,1925,Stucco,0.0,TA,CBlock,TA,TA,No,Rec,864.0,TA,N,FuseA,864,0,2,TA,0,None,None,0.0,Y,96,2.0,98000
45.0,8248,Edwards,1Story,3,1914,Stucco,0.0,TA,BrkTil,TA,TA,No,BLQ,864.0,TA,N,FuseF,864,0,2,TA,0,None,None,0.0,N,100,2.0,67000
55.0,5687,SWISU,2Story,5,1912,VinylSd,0.0,TA,PConc,TA,Fa,No,Rec,780.0,Ex,N,SBrkr,936,780,6,Fa,0,None,None,0.0,N,184,3.0,135900
60.0,12155,SWISU,2Story,6,1925,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,BLQ,672.0,TA,N,SBrkr,810,672,4,Fa,0,Detchd,Unf,400.0,P,254,2.0,140000
60.0,8400,SWISU,2.5Fin,5,1939,Wd Sdng,0.0,TA,PConc,TA,TA,No,LwQ,720.0,Ex,Y,SBrkr,1052,720,4,Gd,1,Detchd,Unf,240.0,Y,286,2.5,179500
60.0,8400,SWISU,1.5Fin,6,1925,MetalSd,0.0,TA,PConc,TA,TA,No,Rec,1181.0,Fa,Y,SBrkr,1390,304,4,TA,1,Detchd,Unf,576.0,Y,470,2.0,136500
60.0,7290,SWISU,1Story,7,1921,WdShing,174.0,TA,BrkTil,TA,TA,No,Unf,1228.0,Ex,Y,SBrkr,1424,0,2,TA,1,Attchd,Unf,312.0,Y,90,2.0,168000
55.0,8525,SWISU,2Story,5,1911,MetalSd,0.0,TA,PConc,TA,TA,Av,Unf,940.0,TA,N,FuseA,1024,940,4,TA,0,None,None,0.0,N,192,1.5,130000
51.0,9842,SWISU,2Story,5,1921,MetalSd,0.0,TA,BrkTil,TA,Fa,No,Unf,612.0,Ex,Y,SBrkr,990,1611,4,TA,0,BuiltIn,RFn,621.0,Y,484,3.5,189000
64.0,7804,SWISU,2.5Unf,6,1930,Stucco,0.0,TA,BrkTil,TA,TA,No,ALQ,960.0,Ex,Y,SBrkr,960,960,4,TA,2,Detchd,Unf,480.0,Y,369,5.0,161900
66.0,8969,Crawfor,2Story,6,1926,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,BLQ,644.0,Ex,Y,SBrkr,672,644,2,TA,1,Detchd,Unf,369.0,P,192,2.0,145000
